SD_Sub_System,Discipline_Name,ITEM_Tag_NO,ITEM_Type_Code,PL_Punch_Category,PL_Punch_Description,PL_No,CompanyName,ResponsibleName
120-07,EL,EBP-SS-TR2B-05_AS,Power Cable B,A,BUS BAR SHALL BE CORRECTLY,PL-48407,نیرو آرا اندیش,پانچ|هولد مدارک
120-07,EL,EBP-SS-TR2B-05_AS,Power Cable B,B,CABLE FIX SHALL BE DONE.,PL-48394,نیرو آرا اندیش,پانچ|هولد کیسون
120-07,EL,EBP-SS-TR2B-05_AS,Power Cable B,C,WIRRING ARRANGEMENT SHALL BE DONE.,PL-59570,نیرو آرا اندیش,پانچ|هولد مدارک
120-07,EL,EBP-SS-TR2B-05_AS,Power Cable B,A,CORE NUMBER SHALL BE INSTALL AND HEATED.,PL-59584,نیرو آرا اندیش,پانچ|هولد کیسون
120-07,EL,EBP-SS-TR2B-06_AS,Power Cable B,A,cable shall be fixed by clamp,PL-11999,نیرو آرا اندیش,پانچ|هولد کیسون
120-07,EL,EBP-SS-TR3-02,Power Cable B,B,CABLE TAG NO (S.S) SHALL BE INSTALL,PL-55686,نیرو آرا اندیش,پانچ|هولد کیسون
120-07,EL,EBP-SS-TR3-02,Power Cable B,B,CABLE ARRANGEMENT AND FIXED SHALL BE DONE,PL-55695,نیرو آرا اندیش,پانچ|هولد مدارک
120-03,EL,EBP-SS-TR3A-01_1,Power Cable B,B,CABLE ARRANGEMENT AND FIXED SHALL BE DONE,PL-55691,نیرو آرا اندیش,پانچ|هولد مدارک
120-03,EL,EBP-SS-TR3A-01_1,Power Cable B,B,CABLE TAG NO (S.S) SHALL BE INSTALL,PL-55682,نیرو آرا اندیش,پانچ|هولد کیسون
120-03,EL,EBP-SS-TR3A-01_2,Power Cable B,B,CABLE TAG NO (S.S) SHALL BE INSTALL,PL-55683,نیرو آرا اندیش,پانچ|هولد کیسون
120-03,EL,EBP-SS-TR3A-01_2,Power Cable B,B,CABLE ARRANGEMENT AND FIXED SHALL BE DONE,PL-55692,نیرو آرا اندیش,پانچ|هولد مدارک
120-03,EL,EBP-SS-TR3A-01_3,Power Cable B,B,CABLE TAG NO (S.S) SHALL BE INSTALL,PL-55689,نیرو آرا اندیش,پانچ|هولد کیسون
120-03,EL,EBP-SS-TR3A-01_3,Power Cable B,B,CABLE ARRANGEMENT AND FIXED SHALL BE DONE,PL-55698,نیرو آرا اندیش,پانچ|هولد مدارک
120-03,EL,EBP-SS-TR3B-01_1,Power Cable B,B,CABLE ARRANGEMENT AND FIXED SHALL BE DONE,PL-55693,نیرو آرا اندیش,پانچ|هولد مدارک
120-03,EL,EBP-SS-TR3B-01_1,Power Cable B,B,CABLE TAG NO (S.S) SHALL BE INSTALL,PL-55684,نیرو آرا اندیش,پانچ|هولد کیسون
120-03,EL,EBP-SS-TR3B-01_2,Power Cable B,B,CABLE TAG NO (S.S) SHALL BE INSTALL,PL-55685,نیرو آرا اندیش,پانچ|هولد کیسون
120-03,EL,EBP-SS-TR3B-01_2,Power Cable B,B,CABLE ARRANGEMENT AND FIXED SHALL BE DONE,PL-55694,نیرو آرا اندیش,پانچ|هولد مدارک
120-03,EL,EBP-SS-TR3B-01_3,Power Cable B,B,CABLE ARRANGEMENT AND FIXED SHALL BE DONE,PL-55690,نیرو آرا اندیش,پانچ|هولد مدارک
120-03,EL,EBP-SS-TR3B-01_3,Power Cable B,B,CABLE TAG NO (S.S) SHALL BE INSTALL,PL-55681,نیرو آرا اندیش,پانچ|هولد کیسون
120-07,EL,EBP-SS-UPS-01_AS,Power Cable B,A,cable shall be fixed by clamp,PL-12016,نیرو آرا اندیش,پانچ|هولد کیسون
120-07,EL,EBP-SS-UPS-01_AS,Power Cable B,B,Tag No shall be installed.,PL-11713,نیرو آرا اندیش,پانچ|هولد کیسون
LS-02,EL,EBP-YO-ELP-01,Power Cable B,B,S.S tags shall be install.,PL-04760,نیرو آرا اندیش,پانچ|هولد کیسون
LS-01,EL,EBP-YO-LP-01,Power Cable B,B,S.S tags shall be install.,PL-04758,نیرو آرا اندیش,پانچ|هولد کیسون
120-12,EL,ECC-CR-ESP-01_1,Power Cable B,C,WIRRING ARRANGEMENT SHOULD BE DONE.,PL-46468,نیرو آرا اندیش,پانچ|هولد مدارک
120-12,EL,ECC-CR-ESP-01_1,Power Cable B,B,S.S tags shall be install.,PL-46475,نیرو آرا اندیش,پانچ|هولد کیسون
120-12,EL,ECC-CR-ESP-01_2,Power Cable B,C,WIRRING ARRANGEMENT SHOULD BE DONE.,PL-46465,نیرو آرا اندیش,پانچ|هولد مدارک
120-12,EL,ECC-CR-ESP-01_2,Power Cable B,B,S.S tags shall be install.,PL-46472,نیرو آرا اندیش,پانچ|هولد کیسون
FGS-09,EL,ECC-CR-SIP-01,Power Cable B,B,CABLE ARRANGEMENT SHALL BE DONE.,PL-25865,نیرو آرا اندیش,پانچ|هولد مدارک
FGS-09,EL,ECC-CR-SIP-01,Power Cable B,B,TAG NO(S.S) SHALL BE INSTALLED.,PL-25870,نیرو آرا اندیش,پانچ|هولد کیسون
FGS-09,EL,ECC-CR-SIP-01,Power Cable B,B,CABLE SHALL BE FIXED.,PL-25875,نیرو آرا اندیش,پانچ|هولد کیسون
FGS-09,EL,ECC-CR-SIP-01,Power Cable B,B,WIRRING ARRANGEMENT AND FIXED SHALL BE DONE.,PL-41240,نیرو آرا اندیش,پانچ|هولد مدارک
FGS-09,EL,ECC-CR-SIP-01,Power Cable B,A,CORENUMBER SHALL BE INSTALL AND HEATED,PL-41242,نیرو آرا اندیش,پانچ|هولد کیسون
120-09,EL,ECC-CR-UIS-01,Power Cable B,B,CABLE ARRANGEMENT SHALL BE DONE.,PL-26643,نیرو آرا اندیش,پانچ|هولد مدارک
120-09,EL,ECC-CR-UIS-01,Power Cable B,B,CABLE TAG SHALL BE INSTALLED.,PL-26657,نیرو آرا اندیش,پانچ|هولد کیسون
120-09,EL,ECC-F&G-UPS-01,Power Cable B,B,CABLE TAG SHALL BE INSTALLED.,PL-26658,نیرو آرا اندیش,پانچ|هولد کیسون
120-09,EL,ECC-F&G-UPS-01,Power Cable B,B,CABLE ARRANGEMENT SHALL BE DONE.,PL-26644,نیرو آرا اندیش,پانچ|هولد مدارک
120-09,EL,ECC-FT2001-MP-3_1,Power Cable B,B,CABLE ARRANGEMENT SHALL BE DONE.,PL-26645,نیرو آرا اندیش,پانچ|هولد مدارک
120-09,EL,ECC-FT2001-MP-3_1,Power Cable B,B,CABLE TAG SHALL BE INSTALLED.,PL-26659,نیرو آرا اندیش,پانچ|هولد کیسون
120-09,EL,ECC-FT2002-MP-3_1,Power Cable B,B,CABLE TAG SHALL BE INSTALLED.,PL-26660,نیرو آرا اندیش,پانچ|هولد کیسون
120-09,EL,ECC-FT2002-MP-3_1,Power Cable B,B,CABLE ARRANGEMENT SHALL BE DONE.,PL-26646,نیرو آرا اندیش,پانچ|هولد مدارک
120-02,EL,ECC-FT7001A-HE-2_1,Power Cable B,B,Tag No shall be installed.,PL-08992,نیرو آرا اندیش,پانچ|هولد کیسون
120-02,EL,ECC-FT7001A-HE-2_1,Power Cable B,C,WIRRING ARRANGEMENT SHOULD BE DONE.,PL-46476,نیرو آرا اندیش,پانچ|هولد مدارک
120-07,EL,ECC-FT8001A-MP-1B_1,Power Cable B,B,فيکس کابل زير پنل با CLAMP,PL-52413,نیرو آرا اندیش,پانچ|هولد کیسون
120-07,EL,ECC-FT8001B-MP-1B_1,Power Cable B,B,تگ فلزي,PL-52405,نیرو آرا اندیش,پانچ|هولد کیسون
120-07,EL,ECC-FT8001B-MP-1B_1,Power Cable B,B,فيکس کابل زير پنل با CLAMP,PL-52273,نیرو آرا اندیش,پانچ|هولد کیسون
120-07,EL,ECC-FT8001B-MP-1B_1,Power Cable B,C,ارنج کابل,PL-52259,نیرو آرا اندیش,پانچ|هولد مدارک
120-02,EL,ECC-H-3012_1,Power Cable B,B,TAG NO (S.S) SHALL INSTALLED,PL-28198,نیرو آرا اندیش,پانچ|هولد کیسون
120-01,EL,ECC-MF-2001,Power Cable B,B,CABLE tag (S.S) shall be install.,PL-16708,نیرو آرا اندیش,پانچ|هولد کیسون
120-01,EL,ECC-MF-2001,Power Cable B,A,BREAKER SELECTOR SWITH IS BROKEN ( CELL-31 SPARE ),PL-48892,نیرو آرا اندیش,پانچ|هولد کیسون
120-01,EL,ECC-MF-2001,Power Cable B,C,CELL 20 (BUSVT) DOOR IS BROKEN,PL-48894,نیرو آرا اندیش,پانچ|هولد کیسون
120-01,EL,ECC-MF-2001,Power Cable B,C,جايگزيني مدارک اصلي باکس,PL-48896,نیرو آرا اندیش,پانچ|هولد مدارک
120-01,EL,ECC-MF-2001,Power Cable B,C,کسري مدارک تست تابلوها و عمليات کابل,PL-48897,نیرو آرا اندیش,پانچ|هولد مدارک
120-01,EL,ECC-MF-2001,Power Cable B,C,فرمت اکسپشن مربوط به کابل ساختمان اصلي کشيده شده است.,PL-48898,نیرو آرا اندیش,پانچ|هولد مدارک
120-01,EL,ECC-MF-2001_1,Power Cable B,B,TAG NO(S.S) SHALL BE INSTALLED.,PL-25996,نیرو آرا اندیش,پانچ|هولد کیسون
120-02,EL,ECC-MP-0001A_1,Power Cable B,B,CABLE TAG NO S.S SHALL BE INSTALLED.,PL-40438,نیرو آرا اندیش,پانچ|هولد کیسون
120-02,EL,ECC-MP-0001B_1,Power Cable B,B,Tag No shall be installed.,PL-08986,نیرو آرا اندیش,پانچ|هولد کیسون
120-02,EL,ECC-MP-2001A_1,Power Cable B,B,TAG NO (S.S) SHALL INSTALLED,PL-28201,نیرو آرا اندیش,پانچ|هولد کیسون
120-02,EL,ECC-MP-2001B_1,Power Cable B,B,CABLE TAG NO S.S SHALL BE INSTALLED.,PL-40443,نیرو آرا اندیش,پانچ|هولد کیسون
120-02,EL,ECC-MP-2002A_1,Power Cable B,B,CABLE TAG NO S.S SHALL BE INSTALLED.,PL-40440,نیرو آرا اندیش,پانچ|هولد کیسون
120-02,EL,ECC-MP-2003A_1,Power Cable B,B,Tag No shall be installed.,PL-08987,نیرو آرا اندیش,پانچ|هولد کیسون
120-02,EL,ECC-MP-2003B_1,Power Cable B,B,CABLE TAG NO S.S SHALL BE INSTALLED.,PL-40434,نیرو آرا اندیش,پانچ|هولد کیسون
120-07,EL,ECC-MP-3001_1,Power Cable B,B,تگ فلزي,PL-52269,نیرو آرا اندیش,پانچ|هولد کیسون
120-02,EL,ECC-MP-3011A_1,Power Cable B,B,CABLE TAG NO S.S SHALL BE INSTALLED.,PL-40204,نیرو آرا اندیش,پانچ|هولد کیسون
120-02,EL,ECC-MP-3012A_1,Power Cable B,B,TAG NO (S.S) SHALL INSTALLED,PL-28204,نیرو آرا اندیش,پانچ|هولد کیسون
120-02,EL,ECC-MP-3012B_1,Power Cable B,B,CABLE TAG NO S.S SHALL BE INSTALLED.,PL-40200,نیرو آرا اندیش,پانچ|هولد کیسون
120-07,EL,ECC-MP-3013_1,Power Cable B,B,تگ فلزي,PL-52271,نیرو آرا اندیش,پانچ|هولد کیسون
120-07,EL,ECC-MP-3013_1,Power Cable B,B,فيکس کابل زير پنل با CLAMP,PL-52278,نیرو آرا اندیش,پانچ|هولد کیسون
120-07,EL,ECC-MP-3015_1,Power Cable B,B,تگ فلزي,PL-52270,نیرو آرا اندیش,پانچ|هولد کیسون
120-07,EL,ECC-MP-3015_1,Power Cable B,B,فيکس کابل زير پنل با CLAMP,PL-52277,نیرو آرا اندیش,پانچ|هولد کیسون
120-02,EL,ECC-MP-5001A_1,Power Cable B,B,CABLE TAG NO S.S SHALL BE INSTALLED.,PL-40435,نیرو آرا اندیش,پانچ|هولد کیسون
120-02,EL,ECC-MP-5001B_1,Power Cable B,B,Tag No shall be installed.,PL-08988,نیرو آرا اندیش,پانچ|هولد کیسون
120-02,EL,ECC-MP-5002A_1,Power Cable B,B,Tag No shall be installed.,PL-08978,نیرو آرا اندیش,پانچ|هولد کیسون
120-02,EL,ECC-MP-5002B_1,Power Cable B,B,Tag No shall be installed.,PL-08989,نیرو آرا اندیش,پانچ|هولد کیسون
120-01,EL,ECC-MP-5006B_1,Power Cable B,B,TAG NO(S.S) SHALL BE INSTALLED.,PL-26005,نیرو آرا اندیش,پانچ|هولد کیسون
120-02,EL,ECC-MP-5007A_1,Power Cable B,C,جاگزيني مدارک اصلي با کپي و کسري مدارک تست تابلو,PL-48961,نیرو آرا اندیش,پانچ|هولد مدارک
120-02,EL,ECC-MP-5007A_1,Power Cable B,C,ازبيلت کليه مدارک که تغييرات داشته است(از جمله ارنج کابل ها در ترنچ و لدر,PL-48962,نیرو آرا اندیش,پانچ|هولد مدارک
120-02,EL,ECC-MP-5009A_1,Power Cable B,B,TAG NO (S.S) SHALL INSTALLED,PL-28210,نیرو آرا اندیش,پانچ|هولد کیسون
120-02,EL,ECC-MP-5009B_1,Power Cable B,B,CABLE TAG NO S.S SHALL BE INSTALLED.,PL-40196,نیرو آرا اندیش,پانچ|هولد کیسون
120-01,EL,ECC-MP-6002A_1,Power Cable B,B,Tag No shall be installed.,PL-11673,نیرو آرا اندیش,پانچ|هولد کیسون
120-01,EL,ECC-MP-7001C_1,Power Cable B,B,Tag No shall be installed.,PL-11655,نیرو آرا اندیش,پانچ|هولد کیسون
120-07,EL,ECC-MP-7101B_1,Power Cable B,B,تگ فلزي,PL-52407,نیرو آرا اندیش,پانچ|هولد کیسون
120-07,EL,ECC-MP-7101B_1,Power Cable B,B,فيکس کابل زير پنل با CLAMP,PL-52414,نیرو آرا اندیش,پانچ|هولد کیسون
120-02,EL,ECC-P7001C-HE-2_1,Power Cable B,C,WIRRING ARRANGEMENT SHOULD BE DONE.,PL-46437,نیرو آرا اندیش,پانچ|هولد مدارک
120-02,EL,ECC-P7001C-MP-1A_1,Power Cable B,C,WIRRING ARRANGEMENT SHOULD BE DONE.,PL-46436,نیرو آرا اندیش,پانچ|هولد مدارک
120-10,EL,ECC-SS-CIS-01,Power Cable B,B,CABLE ARRANGEMENT AND FIXED SHALL BE DONE.,PL-42120,نیرو آرا اندیش,پانچ|هولد مدارک
120-10,EL,ECC-SS-CIS-01,Power Cable B,B,CABLE TAG NO (S.S) SHALL BE INSTALLED.,PL-42127,نیرو آرا اندیش,پانچ|هولد کیسون
120-10,EL,ECC-SS-CIS-01,Power Cable B,C,ازبيلت کليه مدارک که تغييرات داشته است,PL-49005,نیرو آرا اندیش,پانچ|هولد مدارک
120-10,EL,ECC-SS-CIS-01,Power Cable B,B,کسري مدارک تست تابلو,PL-49006,نیرو آرا اندیش,پانچ|هولد مدارک
120-10,EL,ECC-SS-CIS-01,Power Cable B,C,تگ گذاري کليد هاي خروجي,PL-49007,نیرو آرا اندیش,پانچ|هولد کیسون
120-10,EL,ECC-SS-CIS-01,Power Cable B,C,کسري مدارک تست شارژ و دشارژ باطري,PL-49009,نیرو آرا اندیش,پانچ|هولد مدارک
120-10,EL,ECC-SS-CIS-01,Power Cable B,C,تميزکاري و تگ گذاري باطري ها (هر سلول يک تگ),PL-49010,نیرو آرا اندیش,پانچ|هولد کیسون
120-01,EL,ECC-SS-NGR1A-01,Power Cable B,B,CABLE tag (S.S) shall be install.,PL-16717,نیرو آرا اندیش,پانچ|هولد کیسون
120-01,EL,ECC-SS-NGR1B-01,Power Cable B,B,CABLE tag (S.S) shall be install.,PL-16718,نیرو آرا اندیش,پانچ|هولد کیسون
120-01,EL,ECC-SS-NGR1B-01,Power Cable B,B,CABLE FIX SHALL BE DONE.,PL-33048,نیرو آرا اندیش,پانچ|هولد کیسون
120-12,EL,ECC-SS-PDCS01-1_1,Power Cable B,B,WIRE ARRANGEMENT SHALL BE DONE(JB OR PANEL OR DEVICE),PL-42085,نیرو آرا اندیش,پانچ|هولد مدارک
120-12,EL,ECC-SS-PDCS01-1_1,Power Cable B,A,CORENUMBER IS NOT HEATED AND FIXED.,PL-42073,نیرو آرا اندیش,پانچ|هولد کیسون
120-12,EL,ECC-SS-PDCS01-1_1,Power Cable B,B,Fixing cable shall be done.,PL-16860,نیرو آرا اندیش,پانچ|هولد کیسون
120-12,EL,ECC-SS-PDCS01-1_1,Power Cable B,B,CABLE tag (S.S) shall be install.,PL-16740,نیرو آرا اندیش,پانچ|هولد کیسون
120-12,EL,ECC-SS-PDCS01-1_1,Power Cable B,B,Cable arrangment shall be done.,PL-16780,نیرو آرا اندیش,پانچ|هولد مدارک
120-01,EL,ECC-SS-PDCS01-1_2,Power Cable B,B,CABLE tag (S.S) shall be install.,PL-16719,نیرو آرا اندیش,پانچ|هولد کیسون
120-01,EL,ECC-SS-PDCS01-1_2,Power Cable B,B,Fixing cable shall be done.,PL-16839,نیرو آرا اندیش,پانچ|هولد کیسون
120-12,EL,ECC-SS-PDCS01-2_1,Power Cable B,B,CABLE ARRANGEMENT SHALL BE DONE BY S.S TIE.,PL-41728,نیرو آرا اندیش,پانچ|هولد مدارک
120-12,EL,ECC-SS-PDCS01-2_1,Power Cable B,B,CABLE FIX SHALL BE DONE BY CLAMP.,PL-41744,نیرو آرا اندیش,پانچ|هولد کیسون
120-12,EL,ECC-SS-PDCS01-2_1,Power Cable B,B,CABLE TAG NO(S.S) SHALL BE INSTALLED.,PL-41736,نیرو آرا اندیش,پانچ|هولد کیسون
120-06,EL,ECC-SS-PDCS01-2_2,Power Cable B,B,CABLE FIX SHALL BE DONE BY CLAMP.,PL-41742,نیرو آرا اندیش,پانچ|هولد کیسون
120-06,EL,ECC-SS-PDCS01-2_2,Power Cable B,B,CABLE TAG (S.S) shall be install(GENERAL FOR SUBSYSTEM 120-06),PL-48986,نیرو آرا اندیش,پانچ|هولد کیسون
120-06,EL,ECC-SS-PDCS01-2_2,Power Cable B,B,CABLE ARRANGEMENT AND FIXED BY CLAMP IN CABLE ROOM SHALL BE DONE(GENERAL FOR SUBSYSTEM 120-06),PL-48987,نیرو آرا اندیش,پانچ|هولد مدارک
120-06,EL,ECC-SS-PDCS01-2_3,Power Cable B,B,CABLE TAG NO(S.S) SHALL BE INSTALLED.,PL-41732,نیرو آرا اندیش,پانچ|هولد کیسون
120-06,EL,ECC-SS-PDCS01-2_3,Power Cable B,B,CABLE FIX SHALL BE DONE BY CLAMP.,PL-41740,نیرو آرا اندیش,پانچ|هولد کیسون
120-02,EL,ECC-SS-PDCS01-2_4,Power Cable B,B,S.S tags shall be install.,PL-30206,نیرو آرا اندیش,پانچ|هولد کیسون
120-12,EL,ECC-SS-PDCS01-3_1,Power Cable B,B,S.S tags shall be install.,PL-30209,نیرو آرا اندیش,پانچ|هولد کیسون
120-12,EL,ECC-SS-PDCS01-3_1,Power Cable B,C,FIXED THE CABLE.,PL-30227,نیرو آرا اندیش,پانچ|هولد کیسون
120-05,EL,ECC-SS-PDCS01-3_3,Power Cable B,B,TAG NO(S.S) SHALL BE INSTALLED.,PL-39699,نیرو آرا اندیش,پانچ|هولد کیسون
120-12,EL,ECC-SS-PDCS01-4_1,Power Cable B,B,HEAT SHRINK IS NOT HEATED,PL-28084,نیرو آرا اندیش,پانچ|هولد کیسون
120-12,EL,ECC-SS-PDCS01-4_1,Power Cable B,B,CABLE ARRANGEMENT SHALL BE DONE,PL-28189,نیرو آرا اندیش,پانچ|هولد مدارک
120-12,EL,ECC-SS-PDCS01-4_1,Power Cable B,B,TAG NO (S.S) SHALL INSTALLED,PL-28224,نیرو آرا اندیش,پانچ|هولد کیسون
120-10,EL,ECC-SS-PDCS01-4_2,Power Cable B,B,TAG NO (S.S) SHALL INSTALLED,PL-28225,نیرو آرا اندیش,پانچ|هولد کیسون
120-10,EL,ECC-SS-PDCS01-4_2,Power Cable B,B,CABLE ARRANGEMENT SHALL BE DONE,PL-28190,نیرو آرا اندیش,پانچ|هولد مدارک
120-10,EL,ECC-SS-PDCS01-4_2,Power Cable B,B,HEAT SHRINK IS NOT HEATED,PL-28085,نیرو آرا اندیش,پانچ|هولد کیسون
120-11,EL,ECC-SS-PDCS01-4_3,Power Cable B,A,CORE NUMBER SHALL BE INSTALL.,PL-60581,نیرو آرا اندیش,پانچ|هولد کیسون
120-11,EL,ECC-SS-PDCS01-4_3,Power Cable B,C,CABLE ARRANGEMENT AND FIXED SHALL BE DONE,PL-60512,نیرو آرا اندیش,پانچ|هولد مدارک
120-11,EL,ECC-SS-PDCS01-4_3,Power Cable B,C,CABLE tag (S.S) shall be install.,PL-60513,نیرو آرا اندیش,پانچ|هولد کیسون
120-12,EL,ECC-SS-PDCS01-5_1,Power Cable B,C,WIRRING ARRANGEMENT SHOULD BE DONE.,PL-46438,نیرو آرا اندیش,پانچ|هولد مدارک
120-12,EL,ECC-SS-PDCS01-7,Power Cable B,C,WIRRING ARRANGEMENT SHOULD BE DONE.,PL-46440,نیرو آرا اندیش,پانچ|هولد مدارک
120-01,EL,ECC-SS-SWB2A-01_1,Power Cable B,B,Fixing cable shall be done.,PL-16840,نیرو آرا اندیش,پانچ|هولد کیسون
120-01,EL,ECC-SS-SWB2A-01_1,Power Cable B,B,CABLE tag (S.S) shall be install.,PL-16720,نیرو آرا اندیش,پانچ|هولد کیسون
120-01,EL,ECC-SS-SWB2A-01_2,Power Cable B,B,CABLE FIX SHALL BE DONE.,PL-33050,نیرو آرا اندیش,پانچ|هولد کیسون
120-01,EL,ECC-SS-SWB2A-01_3,Power Cable B,B,Tag No shall be installed.,PL-11659,نیرو آرا اندیش,پانچ|هولد کیسون
120-01,EL,ECC-SS-SWB2A-01_4,Power Cable B,B,CABLE tag (S.S) shall be install.,PL-16723,نیرو آرا اندیش,پانچ|هولد کیسون
120-01,EL,ECC-SS-SWB2A-01_4,Power Cable B,B,Fixing cable shall be done.,PL-16843,نیرو آرا اندیش,پانچ|هولد کیسون
120-01,EL,ECC-SS-SWB2A-01_6,Power Cable B,B,Fixing cable shall be done.,PL-16844,نیرو آرا اندیش,پانچ|هولد کیسون
120-01,EL,ECC-SS-SWB2A-01_9,Power Cable B,B,Tag No shall be installed.,PL-11740,نیرو آرا اندیش,پانچ|هولد کیسون
120-01,EL,ECC-SS-SWB2AB-01_1,Power Cable B,B,Fixing cable shall be done.,PL-16845,نیرو آرا اندیش,پانچ|هولد کیسون
120-01,EL,ECC-SS-SWB2AB-01_1,Power Cable B,B,CABLE tag (S.S) shall be install.,PL-16725,نیرو آرا اندیش,پانچ|هولد کیسون
120-01,EL,ECC-SS-SWB2AB-01_2,Power Cable B,B,CABLE tag (S.S) shall be install.,PL-16726,نیرو آرا اندیش,پانچ|هولد کیسون
120-01,EL,ECC-SS-SWB2AB-01_2,Power Cable B,B,Fixing cable shall be done.,PL-16846,نیرو آرا اندیش,پانچ|هولد کیسون
120-01,EL,ECC-SS-SWB2AB-01_3,Power Cable B,B,Fixing cable shall be done.,PL-16847,نیرو آرا اندیش,پانچ|هولد کیسون
120-01,EL,ECC-SS-SWB2AB-01_3,Power Cable B,B,CABLE tag (S.S) shall be install.,PL-16727,نیرو آرا اندیش,پانچ|هولد کیسون
120-01,EL,ECC-SS-SWB2AB-01_5,Power Cable B,B,CABLE tag (S.S) shall be install.,PL-16728,نیرو آرا اندیش,پانچ|هولد کیسون
120-01,EL,ECC-SS-SWB2AB-01_5,Power Cable B,B,CABLE FIX SHALL BE DONE.,PL-33052,نیرو آرا اندیش,پانچ|هولد کیسون
120-01,EL,ECC-SS-SWB2B-01_1,Power Cable B,B,CABLE tag (S.S) shall be install.,PL-16729,نیرو آرا اندیش,پانچ|هولد کیسون
120-01,EL,ECC-SS-SWB2B-01_1,Power Cable B,B,Fixing cable shall be done.,PL-16849,نیرو آرا اندیش,پانچ|هولد کیسون
120-01,EL,ECC-SS-SWB2B-01_13,Power Cable B,B,TAG NO (S.S) SHALL INSTALLED,PL-28226,نیرو آرا اندیش,پانچ|هولد کیسون
120-01,EL,ECC-SS-SWB2B-01_2,Power Cable B,B,CABLE FIX SHALL BE DONE.,PL-33054,نیرو آرا اندیش,پانچ|هولد کیسون
120-01,EL,ECC-SS-SWB2B-01_2,Power Cable B,B,Tag No shall be installed.,PL-11675,نیرو آرا اندیش,پانچ|هولد کیسون
120-01,EL,ECC-SS-SWB2B-01_3,Power Cable B,B,Fixing cable shall be done.,PL-16851,نیرو آرا اندیش,پانچ|هولد کیسون
120-01,EL,ECC-SS-SWB2B-01_3,Power Cable B,B,CABLE tag (S.S) shall be install.,PL-16731,نیرو آرا اندیش,پانچ|هولد کیسون
